CountryCode;Date;C1_School closing;C2_Workplace closing;C3_Cancel public events;C4_Restrictions on gatherings;C5_Close public transport;C6_Stay at home requirements;C7_Restrictions on internal movement;C8_International travel controls
ABW;2020-10-23;2;0;2;4;0;0;0;1
ABW;2020-10-24;2;0;2;4;0;0;0;1
ABW;2020-10-25;2;0;2;4;0;0;0;1
ABW;2020-10-26;2;0;2;4;0;0;0;1
ABW;2020-10-27;2;0;2;4;0;0;0;1
ABW;2020-10-28;2;0;2;4;0;0;0;1
ABW;2020-10-29;2;0;2;4;0;0;0;1
ABW;2020-10-30;2;0;2;4;0;0;0;1
ABW;2020-10-31;2;0;2;4;0;0;0;1
ABW;2020-11-01;2;0;2;4;0;0;0;1
ABW;2020-11-02;2;0;2;4;0;0;0;1
ABW;2020-11-03;2;0;2;4;0;0;0;1
ABW;2020-11-04;2;0;2;4;0;0;0;1
ABW;2020-11-05;2;0;2;4;0;0;0;1
ABW;2020-11-06;2;0;2;4;0;0;0;1
ABW;2020-11-07;2;0;2;4;0;0;0;1
ABW;2020-11-08;2;0;2;4;0;0;0;1
ABW;2020-11-09;2;0;2;4;0;0;0;1
ABW;2020-11-10;1;0;2;4;0;0;0;1
ABW;2020-11-11;1;0;2;4;0;0;0;1
ABW;2020-11-12;1;0;2;4;0;0;0;1
ABW;2020-11-13;1;0;2;4;0;0;0;1
ABW;2020-11-14;1;0;2;4;0;0;0;1
ABW;2020-11-15;1;0;2;4;0;0;0;1
ABW;2020-11-16;1;0;2;4;0;0;0;1
ABW;2020-11-17;1;0;2;4;0;0;0;1
ABW;2020-11-18;1;0;2;4;0;0;0;1
ABW;2020-11-19;1;0;2;4;0;0;0;1
ABW;2020-11-20;1;0;2;4;0;0;0;1
ABW;2020-11-21;1;0;2;4;0;0;0;1
ABW;2020-11-22;1;0;2;4;0;0;0;1
ABW;2020-11-23;1;0;2;4;0;0;0;1
ABW;2020-11-24;1;0;1;3;0;0;0;1
ABW;2020-11-25;1;0;1;3;0;0;0;1
ABW;2020-11-26;1;0;1;3;0;0;0;1
ABW;2020-11-27;1;0;1;3;0;0;0;1
ABW;2020-11-28;1;0;1;3;0;0;0;1
ABW;2020-11-29;1;0;1;3;0;0;0;1
ABW;2020-11-30;1;0;1;3;0;0;0;1
ABW;2020-12-01;0;0;1;3;0;1;0;1
ABW;2020-12-02;0;0;1;3;0;1;0;1
ABW;2020-12-03;0;0;1;3;0;1;0;1
ABW;2020-12-04;0;0;1;3;0;1;0;1
ABW;2020-12-05;0;1;1;3;0;1;0;1
ABW;2020-12-06;0;1;1;3;0;1;0;1
ABW;2020-12-07;0;1;1;3;0;1;0;1
ABW;2020-12-08;0;1;1;3;0;1;0;1
ABW;2020-12-09;0;1;1;3;0;1;0;1
ABW;2020-12-10;0;1;1;3;0;1;0;1
ABW;2020-12-11;0;1;1;3;0;1;0;1
ABW;2020-12-12;0;1;1;3;0;1;0;1
ABW;2020-12-13;0;1;1;3;0;1;0;1
ABW;2020-12-14;0;1;1;3;0;1;0;1
ABW;2020-12-15;0;1;1;3;0;1;0;1
ABW;2020-12-16;0;1;1;3;0;1;0;1
ABW;2020-12-17;0;1;1;3;0;1;0;1
ABW;2020-12-18;0;1;1;3;0;1;0;1
ABW;2020-12-19;0;0;1;3;0;1;0;1
ABW;2020-12-20;0;0;1;3;0;1;0;1
ABW;2020-12-21;0;0;1;3;0;1;0;1
ABW;2020-12-22;0;0;1;3;0;1;0;1
ABW;2020-12-23;0;0;1;3;0;1;0;1
ABW;2020-12-24;0;0;1;3;0;1;0;1
ABW;2020-12-25;0;0;1;3;0;1;0;1
ABW;2020-12-26;0;0;1;3;0;1;0;1
ABW;2020-12-27;0;0;1;3;0;1;0;1
ABW;2020-12-28;0;0;1;3;0;1;0;1
ABW;2020-12-29;0;0;1;3;0;1;0;1
ABW;2020-12-30;0;0;1;3;0;1;0;1
ABW;2020-12-31;0;0;1;3;0;1;0;1
ABW;2021-01-01;0;0;1;3;0;2;0;1
ABW;2021-01-02;0;0;1;3;0;2;0;1
ABW;2021-01-03;0;0;1;3;0;2;0;1
